ID,Disease Name,Category,Symptom Description,Leaf Color,Spots Present,Humidity (%),Temperature (°C),Soil pH,Cause
2914,Bacterial Spot,Biotic,"Small, dark spots with yellow border",Yellow,Yes,50.9,23.7,6.9,Bacteria
2915,Septoria Leaf Spot,Biotic,Circular spots with gray centers,Gray,Yes,66.3,33.2,5.0,Fungus
2916,Early Blight,Biotic,Brown spots with yellow halo,Brown,Yes,43.0,34.4,7.4,Fungus
2917,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,75.1,25.6,7.1,Chemical
2918,Tomato Mosaic Virus,Biotic,Mosaic-like yellow-green leaves,Mosaic,No,85.0,20.6,6.6,Virus
2919,Late Blight,Biotic,"Dark lesions, water-soaked spots",Dark Brown,Yes,86.1,18.2,7.5,Fungus
2920,Sunscald,Abiotic,"White, blistered patches on fruit",White,No,51.9,15.1,6.3,Environmental
2921,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,74.6,34.5,5.9,Chemical
2922,Tomato Spotted Wilt,Biotic,"Bronzing of young leaves, spotting",Bronze,Yes,71.7,20.0,5.7,Virus
2923,Tomato Mosaic Virus,Biotic,Mosaic-like yellow-green leaves,Mosaic,No,78.5,24.6,4.7,Virus
2924,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,43.5,22.2,5.2,Chemical
2925,Bacterial Spot,Biotic,"Small, dark spots with yellow border",Yellow,Yes,83.5,32.7,4.7,Bacteria
2926,Bacterial Spot,Biotic,"Small, dark spots with yellow border",Yellow,Yes,52.9,29.0,6.1,Bacteria
2927,Tomato Spotted Wilt,Biotic,"Bronzing of young leaves, spotting",Bronze,Yes,52.5,17.5,5.9,Virus
2928,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,79.6,26.4,5.6,Chemical
2929,Early Blight,Biotic,Brown spots with yellow halo,Brown,Yes,54.7,19.7,4.6,Fungus
2930,Bacterial Spot,Biotic,"Small, dark spots with yellow border",Yellow,Yes,81.1,29.5,6.3,Bacteria
2931,Late Blight,Biotic,"Dark lesions, water-soaked spots",Dark Brown,Yes,43.5,22.8,6.9,Fungus
2932,Tomato Mosaic Virus,Biotic,Mosaic-like yellow-green leaves,Mosaic,No,51.8,18.4,5.7,Virus
2933,Sunscald,Abiotic,"White, blistered patches on fruit",White,No,56.6,30.6,7.0,Environmental
2934,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,58.9,18.3,6.2,Chemical
2935,Tomato Spotted Wilt,Biotic,"Bronzing of young leaves, spotting",Bronze,Yes,48.0,19.4,6.3,Virus
2936,Water Stress,Abiotic,"Wilting, browning edges",Brown,No,57.8,32.4,4.8,Environmental
2937,Tomato Spotted Wilt,Biotic,"Bronzing of young leaves, spotting",Bronze,Yes,61.6,18.9,6.4,Virus
2938,Nutrient Deficiency,Abiotic,"Yellowing leaves, weak stems",Yellow,No,41.3,15.9,5.6,Deficiency
2939,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,71.2,32.7,7.0,Chemical
2940,Early Blight,Biotic,Brown spots with yellow halo,Brown,Yes,84.8,15.5,7.5,Fungus
2941,Water Stress,Abiotic,"Wilting, browning edges",Brown,No,56.0,33.1,7.0,Environmental
2942,Bacterial Spot,Biotic,"Small, dark spots with yellow border",Yellow,Yes,63.6,23.1,5.7,Bacteria
2943,Septoria Leaf Spot,Biotic,Circular spots with gray centers,Gray,Yes,66.9,32.7,5.1,Fungus
2944,Late Blight,Biotic,"Dark lesions, water-soaked spots",Dark Brown,Yes,77.5,27.1,5.1,Fungus
2945,Tomato Spotted Wilt,Biotic,"Bronzing of young leaves, spotting",Bronze,Yes,76.7,26.1,6.7,Virus
2946,Bacterial Spot,Biotic,"Small, dark spots with yellow border",Yellow,Yes,87.7,18.1,5.4,Bacteria
2947,Late Blight,Biotic,"Dark lesions, water-soaked spots",Dark Brown,Yes,83.0,19.2,4.6,Fungus
2948,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,44.9,19.0,6.2,Chemical
2949,Tomato Mosaic Virus,Biotic,Mosaic-like yellow-green leaves,Mosaic,No,47.5,33.7,5.0,Virus
2950,Bacterial Spot,Biotic,"Small, dark spots with yellow border",Yellow,Yes,51.2,24.9,5.6,Bacteria
2951,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,87.0,24.2,5.8,Chemical
2952,Nutrient Deficiency,Abiotic,"Yellowing leaves, weak stems",Yellow,No,87.3,19.2,6.6,Deficiency
2953,Tomato Mosaic Virus,Biotic,Mosaic-like yellow-green leaves,Mosaic,No,50.7,25.3,4.7,Virus
2954,Early Blight,Biotic,Brown spots with yellow halo,Brown,Yes,46.4,26.2,6.2,Fungus
2955,Sunscald,Abiotic,"White, blistered patches on fruit",White,No,61.1,26.6,4.6,Environmental
2956,Septoria Leaf Spot,Biotic,Circular spots with gray centers,Gray,Yes,78.8,30.5,6.5,Fungus
2957,Nutrient Deficiency,Abiotic,"Yellowing leaves, weak stems",Yellow,No,41.9,22.4,6.2,Deficiency
2958,Tomato Spotted Wilt,Biotic,"Bronzing of young leaves, spotting",Bronze,Yes,76.1,24.4,5.8,Virus
2959,Early Blight,Biotic,Brown spots with yellow halo,Brown,Yes,77.0,23.5,4.6,Fungus
2960,Septoria Leaf Spot,Biotic,Circular spots with gray centers,Gray,Yes,45.7,31.8,5.2,Fungus
2961,Tomato Mosaic Virus,Biotic,Mosaic-like yellow-green leaves,Mosaic,No,50.1,20.3,6.4,Virus
2962,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,58.8,34.0,6.2,Chemical
2963,Early Blight,Biotic,Brown spots with yellow halo,Brown,Yes,72.5,15.5,4.7,Fungus
2964,Nutrient Deficiency,Abiotic,"Yellowing leaves, weak stems",Yellow,No,85.5,25.5,6.2,Deficiency
2965,Bacterial Spot,Biotic,"Small, dark spots with yellow border",Yellow,Yes,56.5,30.1,7.1,Bacteria
2966,Sunscald,Abiotic,"White, blistered patches on fruit",White,No,78.3,18.5,7.1,Environmental
2967,Bacterial Spot,Biotic,"Small, dark spots with yellow border",Yellow,Yes,40.1,24.7,5.4,Bacteria
2968,Nutrient Deficiency,Abiotic,"Yellowing leaves, weak stems",Yellow,No,54.8,20.3,7.4,Deficiency
2969,Tomato Spotted Wilt,Biotic,"Bronzing of young leaves, spotting",Bronze,Yes,76.3,27.4,7.2,Virus
2970,Early Blight,Biotic,Brown spots with yellow halo,Brown,Yes,49.6,32.0,6.6,Fungus
2971,Bacterial Spot,Biotic,"Small, dark spots with yellow border",Yellow,Yes,68.8,15.2,6.1,Bacteria
2972,Tomato Mosaic Virus,Biotic,Mosaic-like yellow-green leaves,Mosaic,No,59.3,27.1,5.6,Virus
2973,Late Blight,Biotic,"Dark lesions, water-soaked spots",Dark Brown,Yes,44.4,25.2,4.8,Fungus
2974,Septoria Leaf Spot,Biotic,Circular spots with gray centers,Gray,Yes,57.8,21.4,7.3,Fungus
2975,Early Blight,Biotic,Brown spots with yellow halo,Brown,Yes,55.6,24.5,6.8,Fungus
2976,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,64.6,21.3,7.5,Chemical
2977,Early Blight,Biotic,Brown spots with yellow halo,Brown,Yes,86.3,24.7,5.0,Fungus
2978,Septoria Leaf Spot,Biotic,Circular spots with gray centers,Gray,Yes,46.7,23.9,5.5,Fungus
2979,Early Blight,Biotic,Brown spots with yellow halo,Brown,Yes,60.5,19.1,7.3,Fungus
2980,Nutrient Deficiency,Abiotic,"Yellowing leaves, weak stems",Yellow,No,69.2,26.8,6.9,Deficiency
2981,Nutrient Deficiency,Abiotic,"Yellowing leaves, weak stems",Yellow,No,46.0,20.1,4.8,Deficiency
2982,Nutrient Deficiency,Abiotic,"Yellowing leaves, weak stems",Yellow,No,79.9,16.4,6.5,Deficiency
2983,Late Blight,Biotic,"Dark lesions, water-soaked spots",Dark Brown,Yes,88.1,19.8,5.9,Fungus
2984,Septoria Leaf Spot,Biotic,Circular spots with gray centers,Gray,Yes,68.7,34.3,6.8,Fungus
2985,Water Stress,Abiotic,"Wilting, browning edges",Brown,No,76.7,30.6,5.1,Environmental
2986,Septoria Leaf Spot,Biotic,Circular spots with gray centers,Gray,Yes,44.0,31.1,4.7,Fungus
2987,Tomato Spotted Wilt,Biotic,"Bronzing of young leaves, spotting",Bronze,Yes,57.7,25.2,4.6,Virus
2988,Water Stress,Abiotic,"Wilting, browning edges",Brown,No,62.5,25.1,5.2,Environmental
2989,Water Stress,Abiotic,"Wilting, browning edges",Brown,No,51.7,18.8,6.3,Environmental
2990,Tomato Spotted Wilt,Biotic,"Bronzing of young leaves, spotting",Bronze,Yes,43.9,17.7,6.3,Virus
2991,Water Stress,Abiotic,"Wilting, browning edges",Brown,No,66.1,25.4,5.4,Environmental
2992,Late Blight,Biotic,"Dark lesions, water-soaked spots",Dark Brown,Yes,77.2,23.5,6.0,Fungus
2993,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,51.0,16.8,6.3,Chemical
2994,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,63.0,23.5,7.2,Chemical
2995,Bacterial Spot,Biotic,"Small, dark spots with yellow border",Yellow,Yes,45.4,16.3,6.6,Bacteria
2996,Sunscald,Abiotic,"White, blistered patches on fruit",White,No,89.0,29.3,5.9,Environmental
2997,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,88.5,23.6,7.0,Chemical
2998,Bacterial Spot,Biotic,"Small, dark spots with yellow border",Yellow,Yes,71.9,29.7,6.6,Bacteria
2999,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,46.6,28.4,5.5,Chemical
3000,Tomato Spotted Wilt,Biotic,"Bronzing of young leaves, spotting",Bronze,Yes,64.5,17.3,6.9,Virus
3001,Early Blight,Biotic,Brown spots with yellow halo,Brown,Yes,84.5,33.0,6.4,Fungus
3002,Water Stress,Abiotic,"Wilting, browning edges",Brown,No,81.2,28.7,5.7,Environmental
3003,Sunscald,Abiotic,"White, blistered patches on fruit",White,No,49.6,29.1,4.5,Environmental
3004,Late Blight,Biotic,"Dark lesions, water-soaked spots",Dark Brown,Yes,68.2,17.8,5.7,Fungus
3005,Tomato Mosaic Virus,Biotic,Mosaic-like yellow-green leaves,Mosaic,No,86.3,16.6,5.6,Virus
3006,Late Blight,Biotic,"Dark lesions, water-soaked spots",Dark Brown,Yes,49.5,19.4,4.5,Fungus
3007,Bacterial Spot,Biotic,"Small, dark spots with yellow border",Yellow,Yes,88.8,20.8,5.0,Bacteria
3008,Tomato Spotted Wilt,Biotic,"Bronzing of young leaves, spotting",Bronze,Yes,80.2,21.3,7.0,Virus
3009,Tomato Mosaic Virus,Biotic,Mosaic-like yellow-green leaves,Mosaic,No,72.2,16.3,6.0,Virus
3010,Tomato Mosaic Virus,Biotic,Mosaic-like yellow-green leaves,Mosaic,No,61.9,23.6,6.7,Virus
3011,Water Stress,Abiotic,"Wilting, browning edges",Brown,No,67.3,34.2,6.6,Environmental
3012,Water Stress,Abiotic,"Wilting, browning edges",Brown,No,79.2,27.1,5.6,Environmental
3013,Tomato Mosaic Virus,Biotic,Mosaic-like yellow-green leaves,Mosaic,No,64.7,22.4,7.3,Virus
3014,Early Blight,Biotic,Brown spots with yellow halo,Brown,Yes,66.5,20.8,4.6,Fungus
3015,Nutrient Deficiency,Abiotic,"Yellowing leaves, weak stems",Yellow,No,43.1,22.0,4.8,Deficiency
3016,Tomato Mosaic Virus,Biotic,Mosaic-like yellow-green leaves,Mosaic,No,83.7,29.9,7.3,Virus
3017,Sunscald,Abiotic,"White, blistered patches on fruit",White,No,62.5,17.9,6.6,Environmental
3018,Septoria Leaf Spot,Biotic,Circular spots with gray centers,Gray,Yes,89.1,28.6,6.2,Fungus
3019,Tomato Mosaic Virus,Biotic,Mosaic-like yellow-green leaves,Mosaic,No,50.2,20.3,5.9,Virus
3020,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,64.0,23.4,6.7,Chemical
3021,Nutrient Deficiency,Abiotic,"Yellowing leaves, weak stems",Yellow,No,66.6,30.1,5.6,Deficiency
3022,Early Blight,Biotic,Brown spots with yellow halo,Brown,Yes,78.0,22.2,6.4,Fungus
3023,Tomato Spotted Wilt,Biotic,"Bronzing of young leaves, spotting",Bronze,Yes,78.7,32.0,4.9,Virus
3024,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,47.4,27.5,7.4,Chemical
3025,Early Blight,Biotic,Brown spots with yellow halo,Brown,Yes,57.1,16.4,6.8,Fungus
3026,Late Blight,Biotic,"Dark lesions, water-soaked spots",Dark Brown,Yes,65.6,23.9,5.1,Fungus
3027,Sunscald,Abiotic,"White, blistered patches on fruit",White,No,75.7,20.2,5.2,Environmental
3028,Nutrient Deficiency,Abiotic,"Yellowing leaves, weak stems",Yellow,No,57.2,16.3,6.7,Deficiency
3029,Late Blight,Biotic,"Dark lesions, water-soaked spots",Dark Brown,Yes,47.1,30.2,4.6,Fungus
3030,Water Stress,Abiotic,"Wilting, browning edges",Brown,No,78.3,25.8,6.7,Environmental
3031,Tomato Mosaic Virus,Biotic,Mosaic-like yellow-green leaves,Mosaic,No,88.7,21.6,6.0,Virus
3032,Tomato Spotted Wilt,Biotic,"Bronzing of young leaves, spotting",Bronze,Yes,83.7,19.7,6.8,Virus
3033,Tomato Mosaic Virus,Biotic,Mosaic-like yellow-green leaves,Mosaic,No,88.3,30.5,5.1,Virus
3034,Water Stress,Abiotic,"Wilting, browning edges",Brown,No,85.8,32.7,5.2,Environmental
3035,Nutrient Deficiency,Abiotic,"Yellowing leaves, weak stems",Yellow,No,88.0,18.1,6.5,Deficiency
3036,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,51.5,30.2,6.5,Chemical
3037,Early Blight,Biotic,Brown spots with yellow halo,Brown,Yes,71.4,26.4,6.4,Fungus
3038,Bacterial Spot,Biotic,"Small, dark spots with yellow border",Yellow,Yes,72.1,24.0,6.4,Bacteria
3039,Late Blight,Biotic,"Dark lesions, water-soaked spots",Dark Brown,Yes,72.2,29.3,5.0,Fungus
3040,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,47.0,27.2,6.9,Chemical
3041,Water Stress,Abiotic,"Wilting, browning edges",Brown,No,82.5,18.0,5.0,Environmental
3042,Nutrient Deficiency,Abiotic,"Yellowing leaves, weak stems",Yellow,No,61.2,15.5,6.5,Deficiency
3043,Water Stress,Abiotic,"Wilting, browning edges",Brown,No,67.3,29.5,6.6,Environmental
3044,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,84.1,21.5,6.6,Chemical
3045,Nutrient Deficiency,Abiotic,"Yellowing leaves, weak stems",Yellow,No,45.5,31.2,5.8,Deficiency
3046,Nutrient Deficiency,Abiotic,"Yellowing leaves, weak stems",Yellow,No,64.4,22.9,5.9,Deficiency
3047,Sunscald,Abiotic,"White, blistered patches on fruit",White,No,61.3,15.2,4.8,Environmental
3048,Nutrient Deficiency,Abiotic,"Yellowing leaves, weak stems",Yellow,No,66.9,25.8,6.0,Deficiency
3049,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,42.3,25.2,6.9,Chemical
3050,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,78.3,31.0,6.2,Chemical
3051,Water Stress,Abiotic,"Wilting, browning edges",Brown,No,42.0,28.9,5.2,Environmental
3052,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,41.6,18.4,6.6,Chemical
3053,Bacterial Spot,Biotic,"Small, dark spots with yellow border",Yellow,Yes,89.7,21.4,6.3,Bacteria
3054,Late Blight,Biotic,"Dark lesions, water-soaked spots",Dark Brown,Yes,81.6,26.4,5.5,Fungus
3055,Water Stress,Abiotic,"Wilting, browning edges",Brown,No,44.5,15.2,7.2,Environmental
3056,Bacterial Spot,Biotic,"Small, dark spots with yellow border",Yellow,Yes,62.9,26.5,5.9,Bacteria
3057,Tomato Spotted Wilt,Biotic,"Bronzing of young leaves, spotting",Bronze,Yes,52.6,26.5,4.8,Virus
3058,Nutrient Deficiency,Abiotic,"Yellowing leaves, weak stems",Yellow,No,70.3,32.7,6.9,Deficiency
3059,Tomato Mosaic Virus,Biotic,Mosaic-like yellow-green leaves,Mosaic,No,81.5,20.9,6.1,Virus
3060,Nutrient Deficiency,Abiotic,"Yellowing leaves, weak stems",Yellow,No,76.4,25.5,7.4,Deficiency
3061,Bacterial Spot,Biotic,"Small, dark spots with yellow border",Yellow,Yes,43.1,28.5,5.8,Bacteria
3062,Late Blight,Biotic,"Dark lesions, water-soaked spots",Dark Brown,Yes,69.7,31.5,6.2,Fungus
3063,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,60.0,34.7,6.2,Chemical
3064,Water Stress,Abiotic,"Wilting, browning edges",Brown,No,45.4,32.4,5.3,Environmental
3065,Bacterial Spot,Biotic,"Small, dark spots with yellow border",Yellow,Yes,48.8,20.3,5.0,Bacteria
3066,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,40.0,20.6,6.4,Chemical
3067,Tomato Mosaic Virus,Biotic,Mosaic-like yellow-green leaves,Mosaic,No,46.0,22.2,6.8,Virus
3068,Nutrient Deficiency,Abiotic,"Yellowing leaves, weak stems",Yellow,No,44.3,24.9,6.0,Deficiency
3069,Water Stress,Abiotic,"Wilting, browning edges",Brown,No,64.9,25.8,4.6,Environmental
3070,Bacterial Spot,Biotic,"Small, dark spots with yellow border",Yellow,Yes,49.0,26.9,4.5,Bacteria
3071,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,69.8,31.8,6.1,Chemical
3072,Water Stress,Abiotic,"Wilting, browning edges",Brown,No,46.7,16.2,6.3,Environmental
3073,Tomato Spotted Wilt,Biotic,"Bronzing of young leaves, spotting",Bronze,Yes,82.8,25.3,4.7,Virus
3074,Tomato Mosaic Virus,Biotic,Mosaic-like yellow-green leaves,Mosaic,No,77.3,31.1,5.0,Virus
3075,Nutrient Deficiency,Abiotic,"Yellowing leaves, weak stems",Yellow,No,63.9,18.2,7.2,Deficiency
3076,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,49.3,17.4,7.0,Chemical
3077,Tomato Mosaic Virus,Biotic,Mosaic-like yellow-green leaves,Mosaic,No,67.8,23.1,4.7,Virus
3078,Bacterial Spot,Biotic,"Small, dark spots with yellow border",Yellow,Yes,80.7,21.0,4.9,Bacteria
3079,Bacterial Spot,Biotic,"Small, dark spots with yellow border",Yellow,Yes,85.9,33.2,5.6,Bacteria
3080,Late Blight,Biotic,"Dark lesions, water-soaked spots",Dark Brown,Yes,85.4,29.7,7.4,Fungus
3081,Nutrient Deficiency,Abiotic,"Yellowing leaves, weak stems",Yellow,No,40.3,33.4,6.6,Deficiency
3082,Late Blight,Biotic,"Dark lesions, water-soaked spots",Dark Brown,Yes,45.1,33.4,6.4,Fungus
3083,Tomato Mosaic Virus,Biotic,Mosaic-like yellow-green leaves,Mosaic,No,48.3,34.5,6.6,Virus
3084,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,78.8,25.6,5.6,Chemical
3085,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,46.0,30.1,4.9,Chemical
3086,Late Blight,Biotic,"Dark lesions, water-soaked spots",Dark Brown,Yes,77.4,25.0,6.2,Fungus
3087,Septoria Leaf Spot,Biotic,Circular spots with gray centers,Gray,Yes,48.3,33.1,5.6,Fungus
3088,Tomato Mosaic Virus,Biotic,Mosaic-like yellow-green leaves,Mosaic,No,58.7,28.2,6.5,Virus
3089,Water Stress,Abiotic,"Wilting, browning edges",Brown,No,87.9,16.7,7.1,Environmental
3090,Bacterial Spot,Biotic,"Small, dark spots with yellow border",Yellow,Yes,57.7,28.9,4.5,Bacteria
3091,Sunscald,Abiotic,"White, blistered patches on fruit",White,No,42.3,15.1,4.9,Environmental
3092,Tomato Spotted Wilt,Biotic,"Bronzing of young leaves, spotting",Bronze,Yes,43.7,16.9,5.8,Virus
3093,Late Blight,Biotic,"Dark lesions, water-soaked spots",Dark Brown,Yes,45.3,20.4,7.3,Fungus
3094,Tomato Spotted Wilt,Biotic,"Bronzing of young leaves, spotting",Bronze,Yes,63.6,32.0,6.4,Virus
3095,Nutrient Deficiency,Abiotic,"Yellowing leaves, weak stems",Yellow,No,61.3,25.1,5.0,Deficiency
3096,Late Blight,Biotic,"Dark lesions, water-soaked spots",Dark Brown,Yes,84.8,29.3,5.5,Fungus
3097,Bacterial Spot,Biotic,"Small, dark spots with yellow border",Yellow,Yes,66.0,20.8,5.8,Bacteria
3098,Bacterial Spot,Biotic,"Small, dark spots with yellow border",Yellow,Yes,70.6,29.5,7.0,Bacteria
3099,Early Blight,Biotic,Brown spots with yellow halo,Brown,Yes,80.2,28.4,4.6,Fungus
3100,Bacterial Spot,Biotic,"Small, dark spots with yellow border",Yellow,Yes,59.8,21.1,4.7,Bacteria
3101,Septoria Leaf Spot,Biotic,Circular spots with gray centers,Gray,Yes,88.7,26.7,7.5,Fungus
3102,Tomato Mosaic Virus,Biotic,Mosaic-like yellow-green leaves,Mosaic,No,69.4,28.7,5.8,Virus
3103,Bacterial Spot,Biotic,"Small, dark spots with yellow border",Yellow,Yes,68.4,15.5,6.0,Bacteria
3104,Early Blight,Biotic,Brown spots with yellow halo,Brown,Yes,87.8,18.3,5.4,Fungus
3105,Tomato Spotted Wilt,Biotic,"Bronzing of young leaves, spotting",Bronze,Yes,50.7,26.1,7.5,Virus
3106,Nutrient Deficiency,Abiotic,"Yellowing leaves, weak stems",Yellow,No,74.3,23.3,7.1,Deficiency
3107,Late Blight,Biotic,"Dark lesions, water-soaked spots",Dark Brown,Yes,78.1,28.4,4.9,Fungus
3108,Sunscald,Abiotic,"White, blistered patches on fruit",White,No,58.7,25.1,5.6,Environmental
3109,Septoria Leaf Spot,Biotic,Circular spots with gray centers,Gray,Yes,43.7,21.7,5.6,Fungus
3110,Septoria Leaf Spot,Biotic,Circular spots with gray centers,Gray,Yes,44.8,18.7,6.1,Fungus
3111,Late Blight,Biotic,"Dark lesions, water-soaked spots",Dark Brown,Yes,47.3,15.5,4.6,Fungus
3112,Bacterial Spot,Biotic,"Small, dark spots with yellow border",Yellow,Yes,81.9,22.4,6.0,Bacteria
3113,Bacterial Spot,Biotic,"Small, dark spots with yellow border",Yellow,Yes,61.9,21.0,7.3,Bacteria
3114,Bacterial Spot,Biotic,"Small, dark spots with yellow border",Yellow,Yes,60.2,21.2,6.1,Bacteria
3115,Nutrient Deficiency,Abiotic,"Yellowing leaves, weak stems",Yellow,No,77.1,28.5,4.8,Deficiency
3116,Late Blight,Biotic,"Dark lesions, water-soaked spots",Dark Brown,Yes,42.6,18.8,5.9,Fungus
3117,Water Stress,Abiotic,"Wilting, browning edges",Brown,No,64.8,25.3,6.6,Environmental
3118,Tomato Mosaic Virus,Biotic,Mosaic-like yellow-green leaves,Mosaic,No,84.6,30.8,4.8,Virus
3119,Bacterial Spot,Biotic,"Small, dark spots with yellow border",Yellow,Yes,74.0,22.8,5.6,Bacteria
3120,Early Blight,Biotic,Brown spots with yellow halo,Brown,Yes,78.4,33.7,6.3,Fungus
3121,Septoria Leaf Spot,Biotic,Circular spots with gray centers,Gray,Yes,75.6,22.8,6.3,Fungus
3122,Sunscald,Abiotic,"White, blistered patches on fruit",White,No,51.0,17.9,7.5,Environmental
3123,Early Blight,Biotic,Brown spots with yellow halo,Brown,Yes,85.1,21.2,5.9,Fungus
3124,Late Blight,Biotic,"Dark lesions, water-soaked spots",Dark Brown,Yes,63.4,22.9,5.1,Fungus
3125,Nutrient Deficiency,Abiotic,"Yellowing leaves, weak stems",Yellow,No,80.0,21.1,7.3,Deficiency
3126,Late Blight,Biotic,"Dark lesions, water-soaked spots",Dark Brown,Yes,70.4,16.4,6.9,Fungus
3127,Early Blight,Biotic,Brown spots with yellow halo,Brown,Yes,44.5,20.9,7.0,Fungus
3128,Tomato Mosaic Virus,Biotic,Mosaic-like yellow-green leaves,Mosaic,No,61.3,27.9,6.3,Virus
3129,Early Blight,Biotic,Brown spots with yellow halo,Brown,Yes,89.5,34.1,5.2,Fungus
3130,Late Blight,Biotic,"Dark lesions, water-soaked spots",Dark Brown,Yes,80.2,22.7,6.5,Fungus
3131,Tomato Spotted Wilt,Biotic,"Bronzing of young leaves, spotting",Bronze,Yes,60.5,17.3,4.6,Virus
3132,Sunscald,Abiotic,"White, blistered patches on fruit",White,No,89.1,17.9,5.4,Environmental
3133,Tomato Mosaic Virus,Biotic,Mosaic-like yellow-green leaves,Mosaic,No,84.4,25.1,6.0,Virus
3134,Nutrient Deficiency,Abiotic,"Yellowing leaves, weak stems",Yellow,No,51.9,32.6,6.0,Deficiency
3135,Septoria Leaf Spot,Biotic,Circular spots with gray centers,Gray,Yes,72.3,17.6,7.1,Fungus
3136,Late Blight,Biotic,"Dark lesions, water-soaked spots",Dark Brown,Yes,46.5,24.1,6.5,Fungus
3137,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,59.2,25.2,5.6,Chemical
3138,Sunscald,Abiotic,"White, blistered patches on fruit",White,No,88.5,23.8,6.9,Environmental
3139,Early Blight,Biotic,Brown spots with yellow halo,Brown,Yes,57.2,20.4,7.1,Fungus
3140,Late Blight,Biotic,"Dark lesions, water-soaked spots",Dark Brown,Yes,55.6,33.0,5.8,Fungus
3141,Nutrient Deficiency,Abiotic,"Yellowing leaves, weak stems",Yellow,No,52.6,28.5,5.4,Deficiency
3142,Septoria Leaf Spot,Biotic,Circular spots with gray centers,Gray,Yes,88.0,28.9,6.1,Fungus
